"Представьте, что вы уже работаете врачом. Насколько правильно эти утверждения описывают вашу специальность?",,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Время создания,Выберите специальность из списка, 1. Врач должен регулярно тесно общаться с пациентами,"2. Врач работает со сложными переживаниями пациентов: сообщает плохие новости, улаживает конфликты","3. Врач каждый день выполняет операции или мануальные процедуры, например, постановку ЦВК, массаж, УЗИ, артроскопию",4. Врач регулярно работает со сложной в освоении техникой вроде МРТ и линейного ускорителя,"5. Врач регулярно взаимодействует с кровью, гноем, внутренними органами, тяжелыми травмами и другими вещами, которые сильно действуют на впечатлительных людей"," 6. Врачу приходится выдерживать тяжелые физические нагрузки или проводить манипуляции, требующие большой грубой силы","7. Врач часто сталкивается со смертью, неизлечимыми больными и пациентами в тяжелом состоянии",8. Врач проводит большую часть дня сидя на одном месте,9. Врач должен быстро принимать решения и не теряться в критических ситуациях,"10. Врач помогает другому специалисту в постановке диагноза или проведении процедур, но сам не является лечащим", 11. Врач часто работает в команде,12. Врач ведет одного и того же пациента длительное время: примерно год и более,13. Врач должен долгое время проводить стоя, 14. Врач является узким специалистом в определенной сфере," 15. Врач имеет специальность широкого профиля и регулярно обращается к знаниям из смежных областей. Например, терапевт и гастроэнтеролог",16. У врача этой специальности более высокий риск заразиться от пациента,"17. Врач проводит в среднем больше времени за бумажной работой, чем коллеги из других сфер","18. Врач напрямую отвечает за состояние больного, то есть является лечащим", 19. Врач регулярно получает обратную связь и признание от пациентов,20. Врач работает по предсказуемому и постоянному графику,"21. В сообществе врачей многие считают, что эта специальность в большей степени подходит мужчинам",22. Работа предполагает ночные регулярные ночные или суточные смены,23. Врач быстро видит результат своей работы,"Сколько лет после окончания специалитета (6 лет учебы) необходимо, чтобы освоить эту специальность для начала самостоятельной работы","Если условия работы в стационаре и амбулатории значительно отличаются для вашей специальности, напишите, чем именно"
1235516875,2022-10-20 06:24:12,Анестезиолог-реаниматолог,4 балла,5 баллов,5 баллов,3 балла,4 балла,4 балла,5 баллов,3 балла,5 баллов,5 баллов,4 балла,1 балл,3 балла,2 балла,5 баллов,4 балла,2 балла,5 баллов,1 балл,4 балла,4 балла,5 баллов,,5,
1235516611,2022-10-20 06:23:23,Рентгенолог,1 балл,1 балл,1 балл,5 баллов,2 балла,2 балла,3 балла,5 баллов,2 балла,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,2 балла,3 балла,1 балл,2 балла,5 баллов,3 балла,3 балла,,2,
1236752863,2022-10-21 15:11:48,Гастроэнтеролог,3 балла,3 балла,1 балл,1 балл,1 балл,1 балл,2 балла,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,1 балл,4 балла,3 балла,1 балл,2 балла,3 балла,3 балла,4 балла,1 балл,3 балла,,12,
1236734674,2022-10-21 14:49:49,Невролог,5 баллов,5 баллов,2 балла,3 балла,3 балла,3 балла,4 балла,3 балла,4 балла,3 балла,4 балла,5 баллов,4 балла,3 балла,4 балла,3 балла,5 баллов,4 балла,4 балла,4 балла,3 балла,3 балла,,2,
1236726496,2022-10-21 14:40:16,Невролог,5 баллов,5 баллов,2 балла,2 балла,1 балл,1 балл,5 баллов,5 баллов,5 баллов,2 балла,3 балла,3 балла,1 балл,5 баллов,3 балла,1 балл,3 балла,5 баллов,3 балла,5 баллов,1 балл,2 балла,,2,
1236721548,2022-10-21 14:34:32,Психиатр,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,1 балл,3 балла,5 баллов,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,3 балла,5 баллов,3 балла,1 балл,5 баллов,5 баллов,1 балл,,7,Тесным контактом с пациентом
1236718370,2022-10-21 14:30:45,Педиатр,5 баллов,4 балла,1 балл,1 балл,1 балл,1 балл,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,4 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,1 балл,,7,Разные пациенты с различными жалобами и совершенно разными диагнозами
1236717631,2022-10-21 14:29:50,Врач клинической лабораторной диагностики,1 балл,1 балл,5 баллов,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,1 балл,5 баллов,4 балла,4 балла,3 балла,1 балл,1 балл,5 баллов,1 балл,1 балл,,"1,0",не отличаются
1236685647,2022-10-21 13:51:03,Судмедэксперт,4 балла,1 балл,1 балл,1 балл,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,3 балла,1 балл,1 балл,5 баллов,3 балла,4 балла,,1,
1236685116,2022-10-21 13:50:26,Судмедэксперт,5 баллов,3 балла,3 балла,4 балла,5 баллов,5 баллов,5 баллов,2 балла,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,3 балла,3 балла,2 балла,3 балла,5 баллов,,8,
1236681753,2022-10-21 13:46:15,Анестезиолог-реаниматолог,5 баллов,1 балл,1 балл,1 балл,1 балл,1 балл,1 балл,1 балл,1 балл,1 балл,1 балл,5 баллов,4 балла,4 балла,1 балл,1 балл,1 балл,1 балл,4 балла,1 балл,1 балл,1 балл,,7,"Интенсивность, тяжёлым состоянием"
1236666411,2022-10-21 13:27:47,Судмедэксперт,4 балла,1 балл,1 балл,1 балл,5 баллов,2 балла,1 балл,3 балла,4 балла,5 баллов,3 балла,1 балл,3 балла,4 балла,4 балла,4 балла,3 балла,1 балл,1 балл,4 балла,4 балла,2 балла,,10,Морг
1236654290,2022-10-21 13:13:05,Педиатр,5 баллов,5 баллов,3 балла,5 баллов,3 балла,3 балла,2 балла,5 баллов,5 баллов,4 балла,4 балла,5 баллов,2 балла,2 балла,4 балла,4 балла,5 баллов,5 баллов,4 балла,5 баллов,2 балла,2 балла,,10,нет не отличаются
1236654198,2022-10-21 13:12:58,Терапевт,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,5 баллов,5 баллов,5 баллов,2 балла,3 балла,5 баллов,1 балл,2 балла,5 баллов,3 балла,5 баллов,5 баллов,4 балла,4 балла,1 балл,1 балл,,1,В стационаре более сложные пациенты
1236654134,2022-10-21 13:12:53,Врач клинической лабораторной диагностики,4 балла,5 баллов,2 балла,3 балла,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,2 балла,4 балла,5 баллов,5 баллов,2 балла,5 баллов,4 балла,4 балла,1 балл,2 балла,,5,
1236651811,2022-10-21 13:10:01,Врач УЗИ,5 баллов,1 балл,4 балла,5 баллов,1 балл,1 балл,3 балла,4 балла,5 баллов,5 баллов,5 баллов,3 балла,1 балл,5 баллов,2 балла,1 балл,1 балл,1 балл,2 балла,4 балла,3 балла,1 балл,,5,Больше экстренных пациентов
1236651694,2022-10-21 13:09:53,Педиатр,5 баллов,5 баллов,1 балл,1 балл,1 балл,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,4 балла,3 балла,1 балл,3 балла,4 балла,2 балла,4 балла,4 балла,1 балл,,8,есть
1236649304,2022-10-21 13:06:55,Врач функциональной диагностики,4 балла,2 балла,4 балла,5 баллов,1 балл,3 балла,2 балла,4 балла,5 баллов,5 баллов,5 баллов,3 балла,3 балла,5 баллов,5 баллов,2 балла,2 балла,1 балл,2 балла,3 балла,1 балл,1 балл,,3,В стационаре более сложные пациенты
1236645516,2022-10-21 13:02:05,Психиатр,5 баллов,5 баллов,4 балла,4 балла,2 балла,3 балла,4 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,2 балла,3 балла,4 балла,4 балла,3 балла,5 баллов,4 балла,4 балла,1 балл,2 балла,,7,"В амбулатории работа более напряженнее и интенсивнее, так как на приеме идет большой поток пациентов, где надо быстро провести диагностику в отношения заболевания пациента , определить необходимую тактику ведения и качественное лечение"
1236636608,2022-10-21 12:51:14,Акушер-гинеколог,2 балла,5 баллов,4 балла,1 балл,2 балла,1 балл,4 балла,2 балла,5 баллов,5 баллов,5 баллов,4 балла,1 балл,5 баллов,4 балла,2 балла,2 балла,5 баллов,3 балла,4 балла,1 балл,4 балла,,3,
1236635507,2022-10-21 12:49:51,Психиатр-нарколог,5 баллов,5 баллов,1 балл,1 балл,1 балл,1 балл,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,1 балл,2 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,1 балл,1 балл,,1,отличаются
1236633441,2022-10-21 12:47:23,Психиатр-нарколог,3 балла,4 балла,2 балла,2 балла,3 балла,3 балла,3 балла,2 балла,3 балла,2 балла,3 балла,4 балла,3 балла,4 балла,4 балла,5 баллов,3 балла,3 балла,2 балла,2 балла,3 балла,4 балла,,1,нет
1236631011,2022-10-21 12:44:37,Общий хирург,3 балла,4 балла,5 баллов,3 балла,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,,1,в стационаре сложнее
1236627149,2022-10-21 12:40:11,Судебно-психиатрическая экспертиза,4 балла,5 баллов,2 балла,3 балла,2 балла,2 балла,2 балла,2 балла,4 балла,4 балла,4 балла,2 балла,2 балла,4 балла,3 балла,2 балла,4 балла,4 балла,2 балла,4 балла,3 балла,2 балла,,5,
1236617702,2022-10-21 12:29:04,Судмедэксперт,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,1 балл,1 балл,5 баллов,5 баллов,,15,
1235807224,2022-10-20 12:55:51,Психиатр-нарколог,4 балла,5 баллов,5 баллов,3 балла,3 балла,3 балла,4 балла,4 балла,5 баллов,4 балла,5 баллов,5 баллов,1 балл,5 баллов,4 балла,4 балла,5 баллов,5 баллов,3 балла,4 балла,3 балла,5 баллов,,8,
1235804005,2022-10-20 12:52:15,Педиатр,4 балла,5 баллов,4 балла,4 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,4 балла,5 баллов,2 балла,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,5 баллов,4 балла,2 балла,2 балла,,10,"Плохо работает программа "" промед"", не работают принтеры"
1235802249,2022-10-20 12:50:21,Анестезиолог-реаниматолог,5 баллов,5 баллов,4 балла,3 балла,5 баллов,3 балла,5 баллов,1 балл,5 баллов,1 балл,5 баллов,1 балл,5 баллов,2 балла,5 баллов,5 баллов,2 балла,5 баллов,3 балла,1 балл,4 балла,5 баллов,,10,
1235796356,2022-10-20 12:44:05,Врач клинической лабораторной диагностики,3 балла,2 балла,3 балла,3 балла,5 баллов,4 балла,3 балла,4 балла,4 балла,4 балла,4 балла,3 балла,3 балла,4 балла,4 балла,4 балла,3 балла,2 балла,3 балла,3 балла,3 балла,3 балла,,2,в стационаре больше интересной и редкой патологии
1235793492,2022-10-20 12:41:02,Педиатр,5 баллов,4 балла,3 балла,3 балла,3 балла,3 балла,3 балла,4 балла,5 баллов,5 баллов,5 баллов,5 баллов,3 балла,3 балла,4 балла,3 балла,5 баллов,5 баллов,4 балла,4 балла,3 балла,2 балла,,2,"врач участковый ходит по вызовам не зависимо от погоды, выходит в неблагополучные семьи (наркоманы), в арсенале - больше препаратов для лечения"
1235792419,2022-10-20 12:39:54,Терапевт,4 балла,4 балла,5 баллов,2 балла,5 баллов,2 балла,5 баллов,1 балл,5 баллов,4 балла,5 баллов,5 баллов,1 балл,5 баллов,5 баллов,5 баллов,1 балл,5 баллов,1 балл,1 балл,3 балла,4 балла,,5,в стационаре у врача порой больше выбора диагностических процедур
